,address_line1,address_line2,city,food_type,food_type1,location,number_of_reviews,opening_hour,out_of,restaurant_name,review_score,review_scores
932,Al-Khaldyaa, Jeddah Saudi Arabia,Jeddah,"ebanese, Mediterranean",Mediterranean,"Al-Khaldyaa, Jeddah Saudi Arabia",5,+ Add hours,42 of 46 Lebanese in Jeddah,Semsem,3.5 ,3.5
933,Al Imam Al Shafe'Ai St. Near Aziz Mall, Jeddah Saudi Arabia,Jeddah,"Filipino, Asian",Asian,"Al Imam Al Shafe'Ai St. Near Aziz Mall, Jeddah Saudi Arabia",6,+ Add hours,2 of 2 Filipino in Jeddah,Lapaz Batchoy,3.5 ,3.5
934,Al Batarji Street, Jeddah 23521 Saudi Arabia,Jeddah,"merican, Cafe, Deli",Cafe,"Al Batarji Street, Jeddah 23521 Saudi Arabia",1,+ Add hours,69 of 79 American in Jeddah,bagel,4.0 ,4.0
935,3002 Muhammed Attayyib Attoonsi Street, Jeddah 23421 Saudi Arabia,Jeddah,Cafe,Cafe,"3002 Muhammed Attayyib Attoonsi Street, Jeddah 23421 Saudi Arabia",1,Closed Now:See all hours,33 of 36 European in Jeddah,W Cafe & Lounge,4.0 ,4.0
936,4129 Prince Saud Al Faisal, 7496,Jeddah,Turkish,European,"4129 Prince Saud Al Faisal, 7496, Jeddah 23432 7496 Saudi Arabia",1,+ Add hours,25 of 29 Turkish in Jeddah,Hareed Restaurant,4.0 ,4.0
937,Asad Allah, Jeddah Saudi Arabia,Jeddah,Indian,Indian,"Asad Allah, Jeddah Saudi Arabia",1,+ Add hours,37 of 42 Indian in Jeddah,Rolls N Kababs,4.0 ,4.0
938,Hilmi Kutbi Street Edrees Square, Jeddah Saudi Arabia,Jeddah,Cafe,Cafe,"Hilmi Kutbi Street Edrees Square, Jeddah Saudi Arabia",1,Closed Now:See all hours,46 of 55 Cafe in Jeddah,Warm and Frosty Specialty Cafe,4.0 ,4.0
939,Sari Street, Jeddah Saudi Arabia,Jeddah,Cafe,Cafe,"Sari Street, Jeddah Saudi Arabia",2,Closed Now:See all hours,70 of 79 American in Jeddah,The Coffee Bean & Tea Leaf,3.5 ,3.5
940,Prince Mutaib bin Abdulaziz Rd, Near TeleMoney,Jeddah,Indian,Indian,"Prince Mutaib bin Abdulaziz Rd, Near TeleMoney, Al Aziziyah 11,, Jeddah Saudi Arabia",3,+ Add hours,38 of 42 Indian in Jeddah,Am-pm,3.5 ,3.5
941,Amna Bint Wahb An Naim, Jeddah 23621 Saudi Arabia,Jeddah,Cafe,Cafe,"Amna Bint Wahb An Naim, Jeddah 23621 Saudi Arabia",1,+ Add hours,47 of 55 Cafe in Jeddah,Beyond Coffee,4.0 ,4.0
942,Tahlia street New town mall, Jeddah 23432 Saudi Arabia,Jeddah,"Italian, Bar, European",Italian,"Tahlia street New town mall, Jeddah 23432 Saudi Arabia",9,Open Now:See all hours,38 of 43 Italian in Jeddah,Coffiana,4.0 ,4.0
943,Prince Sultan, Jeddah Saudi Arabia,Jeddah,"Mediterranean, Spanish",Mediterranean,"Prince Sultan, Jeddah Saudi Arabia",1,+ Add hours,78 of 84 Mediterranean in Jeddah,El Diamante,4.0 ,4.0
944,Ana Special Mall, Amir Sultan street,Jeddah,French,European,"Ana Special Mall, Amir Sultan street, Jeddah Saudi Arabia",1,+ Add hours,17 of 19 French in Jeddah,Glow,5.0 ,5.0
945,7261 Abdulrahman bin Ahmad Assudairy Street, Jeddah 23436 Saudi Arabia,Jeddah,Turkish,European,"7261 Abdulrahman bin Ahmad Assudairy Street, Jeddah 23436 Saudi Arabia",2,Open Now:See all hours,26 of 29 Turkish in Jeddah,Turkish Grills,3.5 ,3.5
946,3696 Mohammed Altawel Street, Jeddah Saudi Arabia,Jeddah,Indian,Indian,"3696 Mohammed Altawel Street, Jeddah Saudi Arabia",1,Open Now:1:00 PM - 1:00 AM,39 of 42 Indian in Jeddah,Seasons Restaurant,4.0 ,4.0
947,Jeddah Saudi Arabia,Jeddah Saudi Arabia,Jeddah,Barbecue,BBQ,Jeddah Saudi Arabia,1,+ Add hours,31 of 32 Barbecue in Jeddah,Abu al az Grill,4.0 ,4.0
948,3710 Mohammed Mahmud Zahid, Jeddah Saudi Arabia,Jeddah,Indian,Indian,"3710 Mohammed Mahmud Zahid, Jeddah Saudi Arabia",1,+ Add hours,40 of 42 Indian in Jeddah,الارز الفاخر Zeera Rice,4.0 ,4.0
949,6733-6737 Hamzah Shahatah, Jeddah Saudi Arabia,Jeddah,Asian,Asian,"6733-6737 Hamzah Shahatah, Jeddah Saudi Arabia",2,+ Add hours,64 of 65 Asian in Jeddah,Caribbean Fish,3.5 ,3.5
950,Jeddah Saudi Arabia,Jeddah Saudi Arabia,Jeddah,"Italian, Pizza, Soups",Italian,Jeddah Saudi Arabia,1,+ Add hours,39 of 43 Italian in Jeddah,Broccoli Pizza & Pasta,4.0 ,4.0
951,In Front of the Beach- Kornish Road In Front of the Park Hyatt, Jeddah 21432 Saudi Arabia,Jeddah,"ebanese, Mediterranean, European, Middle Eastern",Mediterranean,"In Front of the Beach- Kornish Road In Front of the Park Hyatt, Jeddah 21432 Saudi Arabia",4,+ Add hours,43 of 46 Lebanese in Jeddah,Lotus Restaurant for Lebanese Food,5.0 ,5.0
952,Fahd Al Askar, Jeddah 23434 Saudi Arabia,Jeddah,Cafe,Cafe,"Fahd Al Askar, Jeddah 23434 Saudi Arabia",1,+ Add hours,48 of 55 Cafe in Jeddah,Meraki Artisan Coffee,4.0 ,4.0
953,Hera St Behind Hilton Hotel, Jeddah Saudi Arabia,Jeddah,"merican, Caribbean, Bahamian, Hawaiian",American,"Hera St Behind Hilton Hotel, Jeddah Saudi Arabia",1,+ Add hours,72 of 79 American in Jeddah,Caribbean Catch,4.0 ,4.0
954,Al-Mo'Alifeen Street, Jeddah Saudi Arabia,Jeddah,American,American,"Al-Mo'Alifeen Street, Jeddah Saudi Arabia",3,+ Add hours,73 of 79 American in Jeddah,Barns Ksa,3.5 ,3.5
955,Al-Khaldyaa, Jeddah Saudi Arabia,Jeddah,Italian,Italian,"Al-Khaldyaa, Jeddah Saudi Arabia",8,+ Add hours,40 of 43 Italian in Jeddah,Pizaa Napoli,3.5 ,3.5
956,Tahlia Street, Towards Corniche Aster center,Jeddah,"Turkish, International",European,"Tahlia Street, Towards Corniche Aster center, Jeddah Saudi Arabia",14,Closed Now:See all hours,44 of 47 International in Jeddah,Cookshop,4.0 ,4.0
957,Mall of Arabia Al Nozha, Jeddah Saudi Arabia,Jeddah,"Cafe, Turkish",Cafe,"Mall of Arabia Al Nozha, Jeddah Saudi Arabia",13,+ Add hours,49 of 55 Cafe in Jeddah,Simit Sarayi,3.0 ,3.0
958,N. King Abdulaziz Road, Jeddah Saudi Arabia,Jeddah,Arabic,Arabic,"N. King Abdulaziz Road, Jeddah Saudi Arabia",8,Closed Now:See all hours,46 of 51 Arabic in Jeddah,Kababji Jeddah,3.0 ,3.0
959,The Courtyard, Prince Sultan St. & Al-Rawdah St. Intersection,Jeddah,Cafe,Bakery,"The Courtyard, Prince Sultan St. & Al-Rawdah St. Intersection, Jeddah 21352 Saudi Arabia",25,Closed Now:See all hours,44 of 46 Lebanese in Jeddah,Kalila bakery and cafe,3.0 ,3.0
960,An Nahda Alyusur Square, Jeddah 23615 Saudi Arabia,Jeddah,Uzbek,Asian,"An Nahda Alyusur Square, Jeddah 23615 Saudi Arabia",3,+ Add hours,1 of 1 Uzbek in Jeddah,Ugur,3.0 ,3.0
961,Prince Mohamed bin abdulaziz Street Al Andalus, Jeddah Saudi Arabia,Jeddah,"Japanese, Sushi",Asian,"Prince Mohamed bin abdulaziz Street Al Andalus, Jeddah Saudi Arabia",3,Closed Now:See all hours,24 of 24 Japanese in Jeddah,Zn Restaurant,3.0 ,3.0
962,23436 Abdul Rahman Ibn Ahmad As Sidayri As Salamah, Jeddah Saudi Arabia,Jeddah,"ebanese, Pizza, Mediterranean, Grill",Pizza,"23436 Abdul Rahman Ibn Ahmad As Sidayri As Salamah, Jeddah Saudi Arabia",1,Open Now:1:00 PM - 1:00 AM,45 of 46 Lebanese in Jeddah,Lahem beajeen,3.0 ,3.0
963,Prince Saud Al-Faisal St., Jeddah Saudi Arabia,Jeddah,Chinese,Asian,"Prince Saud Al-Faisal St., Jeddah Saudi Arabia",1,+ Add hours,28 of 29 Chinese in Jeddah,Chi Box,3.0 ,3.0
964,Safa Street, Jeddah 505 Saudi Arabia,Jeddah,"ast Food, Healthy",Healthy,"Safa Street, Jeddah 505 Saudi Arabia",3,+ Add hours,45 of 48 Fast Food in Jeddah,Juiceco,3.0 ,3.0
965,Al Rawdah Street, Jeddah Saudi Arabia,Jeddah,Cafe,Cafe,"Al Rawdah Street, Jeddah Saudi Arabia",1,+ Add hours,80 of 84 Mediterranean in Jeddah,Boat Cafe,3.0 ,3.0
966,Jeddah Saudi Arabia,Jeddah Saudi Arabia,Jeddah,Barbecue,BBQ,Jeddah Saudi Arabia,1,+ Add hours,32 of 32 Barbecue in Jeddah,Kebapje,3.0 ,3.0
967,Ash Shati Boulevard, Jeddah 23414 Saudi Arabia,Jeddah,Asian,Asian,"Ash Shati Boulevard, Jeddah 23414 Saudi Arabia",3,+ Add hours,65 of 65 Asian in Jeddah,Baco,3.0 ,3.0
968,Rowda Street, Jeddah Saudi Arabia,Jeddah,American,American,"Rowda Street, Jeddah Saudi Arabia",8,+ Add hours,74 of 79 American in Jeddah,Al Hanim,3.0 ,3.0
969,Masaud Street Close to Sultan Mall, Jeddah Saudi Arabia,Jeddah,Thai,Asian,"Masaud Street Close to Sultan Mall, Jeddah Saudi Arabia",3,+ Add hours,3 of 4 Thai in Jeddah,Rasa Thai Restaurant,3.0 ,3.0
970,King Road, Diners Squaer Near Balzamico and Sabb Bank,Jeddah,Cafe,Cafe,"King Road, Diners Squaer Near Balzamico and Sabb Bank, Jeddah 21463 Saudi Arabia",5,+ Add hours,41 of 43 Italian in Jeddah,Assalat Alreef Cafe',4.5 ,4.5
971,Prince Mohammed Bin Abdulaziz St. Al Andalus District, Jeddah 23421 Saudi Arabia,Jeddah,American,American,"Prince Mohammed Bin Abdulaziz St. Al Andalus District, Jeddah 23421 Saudi Arabia",17,+ Add hours,75 of 79 American in Jeddah,Buffalo Wild Wings,3.0 ,3.0
972,Madinah Road, Jeddah Saudi Arabia,Jeddah,Mediterranean,Mediterranean,"Madinah Road, Jeddah Saudi Arabia",25,+ Add hours,82 of 84 Mediterranean in Jeddah,Shami,3.0 ,3.0
973,Palastine street, Jeddah Saudi Arabia,Jeddah,"Middle Eastern, Lebanese, Mediterranean",Arabic,"Palastine street, Jeddah Saudi Arabia",48,+ Add hours,46 of 46 Lebanese in Jeddah,Shami Resturant,3.0 ,3.0
974,Jeddah International Airport, Jeddah Saudi Arabia,Jeddah,Cafe,Cafe,"Jeddah International Airport, Jeddah Saudi Arabia",5,+ Add hours,45 of 47 International in Jeddah,Cafe La Rica,3.0 ,3.0
975,Al amir majid st, Jeddah Saudi Arabia,Jeddah,"Middle Eastern, Pakistani",Arabic,"Al amir majid st, Jeddah Saudi Arabia",13,Closes in 19 min:12:00 PM - 12:30 AM,80 of 82 Middle Eastern in Jeddah,Royal taj,3.0 ,3.0
976,El Salam Mall Prince Majid Road, Jeddah Saudi Arabia,Jeddah,Italian,Italian,"El Salam Mall Prince Majid Road, Jeddah Saudi Arabia",1,+ Add hours,42 of 43 Italian in Jeddah,Pizza Company,2.0 ,2.0
977,7863 Umm Al Qoura Street, Al Safa,Jeddah,"Middle Eastern, Arabic",Arabic,"7863 Umm Al Qoura Street, Al Safa, Jeddah 23454 Saudi Arabia",1,+ Add hours,81 of 82 Middle Eastern in Jeddah,O'dolma,2.0 ,2.0
978,Prince Mohamed Bin Abdulaziz Caffeine Lab, Jeddah 23322 Saudi Arabia,Jeddah,Cafe,Cafe,"Prince Mohamed Bin Abdulaziz Caffeine Lab, Jeddah 23322 Saudi Arabia",2,Closed Now:See all hours,2 of 2 Southwestern in Jeddah,Caffeine Lab,5.0 ,5.0
979,4385 King Abdullah Branch Rd, Jeddah 22234 Saudi Arabia,Jeddah,"exican, American, Mediterranean, Thai",American,"4385 King Abdullah Branch Rd, Jeddah 22234 Saudi Arabia",2,+ Add hours,8 of 10 Mexican in Jeddah,Beef & Butter,5.0 ,5.0
980,Al-Madinah Al-Munawarah Rd,Al-Madinah Al-Munawarah Rd,Jeddah,International,International,"Al-Madinah Al-Munawarah Rd,, Jeddah 21371 Saudi Arabia",13,+ Add hours,46 of 47 International in Jeddah,Ctaste,5.0 ,5.0
981,Al Maadi Road Crowne Plaza Jeddah Hotel, Jeddah 10924 Saudi Arabia,Jeddah,"Steakhouse, European, Grill",BBQ,"Al Maadi Road Crowne Plaza Jeddah Hotel, Jeddah 10924 Saudi Arabia",46,Closed Now:See all hours,21 of 21 Steakhouse in Jeddah,Crowne Grill,4.5 ,4.5
982,Prince Mohammad Bin Abdulaziz St, Al Andalus,Jeddah,Turkish,European,"Prince Mohammad Bin Abdulaziz St, Al Andalus, Jeddah Saudi Arabia",1,+ Add hours,29 of 29 Turkish in Jeddah,Al Qubbe,1.0 ,1.0
983,Sharie Al'amir Sultan, Jeddah 23545 Saudi Arabia,Jeddah,"merican, Pizza, Seafood, Soups",Pizza,"Sharie Al'amir Sultan, Jeddah 23545 Saudi Arabia",1,+ Add hours,77 of 79 American in Jeddah,Chill Lounge,1.0 ,1.0
984,Al Aziziyah, Jeddah Saudi Arabia,Jeddah,Indian,Indian,"Al Aziziyah, Jeddah Saudi Arabia",1,+ Add hours,41 of 42 Indian in Jeddah,Indian spice,1.0 ,1.0
985,Andalus Mall, Mall of Arabia,Jeddah,Mexican,American,"Andalus Mall, Mall of Arabia, Serafi Mall, Aziz Mall, Red Sea Mall, Haifa Mall, Jeddah Saudi Arabia",10,+ Add hours,9 of 10 Mexican in Jeddah,Tako Hut,2.5 ,2.5
986,AlBuraidy Street MA Cafe, Jeddah 23326 Saudi Arabia,Jeddah,Cafe,Cafe,"AlBuraidy Street MA Cafe, Jeddah 23326 Saudi Arabia",1,Closed Now:See all hours,54 of 55 Cafe in Jeddah,MA Cafe,5.0 ,5.0
987,Al udaba street, Jeddah 23342 Saudi Arabia,Jeddah,Cafe,Cafe,"Al udaba street, Jeddah 23342 Saudi Arabia",2,Closed Now:See all hours,55 of 55 Cafe in Jeddah,Teapoint - karak N waffle,5.0 ,5.0
988,Prince Mohammed bin abdulaziz ST, Al Khalidiyyah,Jeddah,Italian,Italian,"Prince Mohammed bin abdulaziz ST, Al Khalidiyyah, Jeddah 23421, Jeddah 21577 Saudi Arabia",3,+ Add hours,43 of 43 Italian in Jeddah,La Notte,3.5 ,3.5
989,7673 Prince Majid Road Al Marwa Plaza, Jeddah 23541 Saudi Arabia,Jeddah,Cafe,Cafe,"7673 Prince Majid Road Al Marwa Plaza, Jeddah 23541 Saudi Arabia",0,+ Add hours,dont have,Qatarat Cafe,0,0.0
990,2645 As Sirah Al Atirah Al Jameah, Jeddah 22341 Saudi Arabia,Jeddah,Seafood,Seafood,"2645 As Sirah Al Atirah Al Jameah, Jeddah 22341 Saudi Arabia",0,Closed Now:See all hours,dont have,Al Hamour Fish Restaurants,0,0.0
991,Al Muallafin Street - Al Aziziyah Dist, Jeddah 21411 Saudi Arabia,Jeddah,"Chinese, Indian, Seafood",Asian,"Al Muallafin Street - Al Aziziyah Dist, Jeddah 21411 Saudi Arabia",0,+ Add hours,dont have,The Biryani Village Restaurant,0,0.0
992,Next to Pizza Hut, Jeddah 23541 Saudi Arabia,Jeddah,"French, Mexican, Fast Food",European,"Next to Pizza Hut, Jeddah 23541 Saudi Arabia",0,+ Add hours,dont have,C-Bon Sandwitch,0,0.0
993,6937 Abdul Malik Al Hajbi AZ Zahra District, 2761,Jeddah,Italian,Italian,"6937 Abdul Malik Al Hajbi AZ Zahra District, 2761, Jeddah 23522 Saudi Arabia",0,+ Add hours,dont have,The Mac & Cheese,0,0.0
994,Hiraa Street, before the intersection of Madinah Road,Jeddah,"ast Food, Barbecue, Grill, Arabic",BBQ,"Hiraa Street, before the intersection of Madinah Road, Jeddah Saudi Arabia",0,Open Now:1:00 PM - 1:00 AM,dont have,Kabebo,0,0.0
995,7049 Mahdi Al Muslih, Jeddah 22322 Saudi Arabia,Jeddah,"editerranean, Egyptian",Arabic,"7049 Mahdi Al Muslih, Jeddah 22322 Saudi Arabia",0,+ Add hours,dont have,Al Anfoushi Fish Restaurant,0,0.0
996,Al-Hamra Palastine Road, Palastine Commercial Center,Jeddah,Indian,Indian,"Al-Hamra Palastine Road, Palastine Commercial Center, Jeddah 23212 Saudi Arabia",0,Open Now:1:00 PM - 1:00 AM,dont have,Saffron Gourmet,0,0.0
997,Al-shrafiah Near Al-biak, Jeddah Saudi Arabia,Jeddah,"merican, Cafe, Fast Food, European",Cafe,"Al-shrafiah Near Al-biak, Jeddah Saudi Arabia",0,+ Add hours,dont have,Dimples,0,0.0
998,Al Jabal Street, Jeddah Saudi Arabia,Jeddah,Cafe,Cafe,"Al Jabal Street, Jeddah Saudi Arabia",0,+ Add hours,dont have,Cafe Tayara,0,0.0
999,Um Alqura, Jeddah 23454 Saudi Arabia,Jeddah,Arabic,Arabic,"Um Alqura, Jeddah 23454 Saudi Arabia",0,Closed Now:See all hours,dont have,Just falafel,0,0.0
1000,7100 Ahmed Al Attas St., Jeddah Saudi Arabia,Jeddah,Grill,BBQ,"7100 Ahmed Al Attas St., Jeddah Saudi Arabia",0,+ Add hours,dont have,The Golden Rotisserie,0,0.0
1001,7371 Al Naseem St, Jeddah 23234 Saudi Arabia,Jeddah,Seafood,Seafood,"7371 Al Naseem St, Jeddah 23234 Saudi Arabia",0,+ Add hours,dont have,'Asmak Shayf Albahr,0,0.0
1002,Prince Saud Al Faisal Road, Jeddah 23432 Saudi Arabia,Jeddah,Turkish,European,"Prince Saud Al Faisal Road, Jeddah 23432 Saudi Arabia",0,+ Add hours,dont have,Burger Makers Jeddah,0,0.0
1003,King Abdulaziz Road King road tower , Mezanine floor,Jeddah,International,International,"King Abdulaziz Road King road tower , Mezanine floor, Jeddah Saudi Arabia",0,+ Add hours,dont have,Gourmet food training,0,0.0
1004,Al-Rawdah Dist., Hamad Al-Jaser St.,Jeddah,"Lebanese, Mediterranean, Middle Eastern",Arabic,"Al-Rawdah Dist., Hamad Al-Jaser St., Jeddah 2572 Saudi Arabia",0,+ Add hours,dont have,Forn Wa Saj,0,0.0
1005,Prince Majid Rd, Jeddah 23342 Saudi Arabia,Jeddah,"Asian, Indonesian",Asian,"Prince Majid Rd, Jeddah 23342 Saudi Arabia",0,+ Add hours,dont have,Jawi Zaman Restaurant,0,0.0
1006,Emaar Square, Jeddah Gate,Jeddah,Turkish,European,"Emaar Square, Jeddah Gate, Jeddah 22241 Saudi Arabia",0,+ Add hours,dont have,Konak by Cengiz,0,0.0
1007,Hira Street, Jeddah 23523 Saudi Arabia,Jeddah,"Mexican, American",American,"Hira Street, Jeddah 23523 Saudi Arabia",0,+ Add hours,dont have,Brisket LA,0,0.0
1008,Prince Sultan Street, Jeddah Saudi Arabia,Jeddah,Turkish,European,"Prince Sultan Street, Jeddah Saudi Arabia",0,+ Add hours,dont have,Gulnar,0,0.0
1009,Quraysh Street, Jeddah 23437 Saudi Arabia,Jeddah,Cafe,Cafe,"Quraysh Street, Jeddah 23437 Saudi Arabia",0,+ Add hours,dont have,Ash Cafe,0,0.0
1010,Badriyah Towers, Prince Saud Al Faisal,Jeddah,International,International,"Badriyah Towers, Prince Saud Al Faisal, Al Khalidiyyah, Jeddah 23442 Saudi Arabia",0,+ Add hours,dont have,X Trip,0,0.0
1011,King Abdullah Sport City Was Part Of Jeddah Season 41 Days Festival Only, Jeddah Saudi Arabia,Jeddah,Italian,Italian,"King Abdullah Sport City Was Part Of Jeddah Season 41 Days Festival Only, Jeddah Saudi Arabia",0,+ Add hours,dont have,Mamo Michaelangeli,0,0.0
1012,Jeddah Saudi Arabia,Jeddah Saudi Arabia,Jeddah,Grill,BBQ,Jeddah Saudi Arabia,0,+ Add hours,dont have,Roukn al Fataer and Mechwiyat,0,0.0
1013,Abdullah Almatari, Jeddah 23322 Saudi Arabia,Jeddah,Cafe,Cafe,"Abdullah Almatari, Jeddah 23322 Saudi Arabia",0,+ Add hours,dont have,First Crack,0,0.0
1014,Al Tahlia, Jeddah 23322 Saudi Arabia,Jeddah,Cafe,Cafe,"Al Tahlia, Jeddah 23322 Saudi Arabia",0,+ Add hours,dont have,Jedd,0,0.0
1015,Prince Sultan Rd, Al Mohammadiyyah,Jeddah,Japanese,Asian,"Prince Sultan Rd, Al Mohammadiyyah, Jeddah 23623 Saudi Arabia",0,+ Add hours,dont have,Gold Sushi Club,0,0.0
1016,Prince Sultan Rd, Jeddah Saudi Arabia,Jeddah,"uropean, Central European",European,"Prince Sultan Rd, Jeddah Saudi Arabia",0,+ Add hours,dont have,Le Concheur,0,0.0
1017,Prince Sultan Street, Jeddah Saudi Arabia,Jeddah,Cafe,Cafe,"Prince Sultan Street, Jeddah Saudi Arabia",0,+ Add hours,dont have,Rashuwf Cafe,0,0.0
1018,Abi Dharr Alghifari St, An Naseem,Jeddah,"American, Caribbean, Seafood",American,"Abi Dharr Alghifari St, An Naseem,, Jeddah 23234 Saudi Arabia",0,+ Add hours,dont have,Shrimpian,0,0.0
1019,Hira St, Al Naeem next to Jotun Paints,Jeddah,"Seafood, Arabic",Seafood,"Hira St, Al Naeem next to Jotun Paints, Jeddah 23526 Saudi Arabia",0,+ Add hours,dont have,The Sailor Restaurant,0,0.0
1020,Hamadaniyah Street, Jeddah Saudi Arabia,Jeddah,Seafood,Seafood,"Hamadaniyah Street, Jeddah Saudi Arabia",0,+ Add hours,dont have,Grgoor Seafood Restaurant,0,0.0
1021,Ibrahim Shaker Street Al-Ruwais, Jeddah Saudi Arabia,Jeddah,Cafe,Cafe,"Ibrahim Shaker Street Al-Ruwais, Jeddah Saudi Arabia",0,+ Add hours,dont have,Cafe Location,0,0.0
1022,4260 Umm Al Qura Al Safa, Jeddah 23453 6967 Saudi Arabia,Jeddah,"sian, Indonesian",Asian,"4260 Umm Al Qura Al Safa, Jeddah 23453 6967 Saudi Arabia",0,+ Add hours,dont have,Fadan Mataeim 'Iindunisia,0,0.0
1023,5600 Abdulrman Aldahkel Next to Arena Club, Jeddah 23434 Saudi Arabia,Jeddah,Healthy,Healthy,"5600 Abdulrman Aldahkel Next to Arena Club, Jeddah 23434 Saudi Arabia",0,Open Now:See all hours,dont have,Lion's Share,0,0.0
1024,Amer Ibn Abi Rabee'a, Jeddah 23545 Saudi Arabia,Jeddah,"iner, Arabic",Arabic,"Amer Ibn Abi Rabee'a, Jeddah 23545 Saudi Arabia",0,+ Add hours,dont have,Asrar Al Nakha,0,0.0
1025,Jeddah Saudi Arabia,Jeddah Saudi Arabia,Jeddah,Arabic,Arabic,Jeddah Saudi Arabia,0,+ Add hours,dont have,Tarboosh,0,0.0
